Date,Store ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Category_Type,Season,Name,Units_Sold_Lag1,Units_Sold_Lag7,Units_Sold_MA7,Inventory_to_Sales,Is_Spring,Is_Summer,Is_Monsoon,Is_Autumn,Is_Pre-winter,Is_Winter
12-06-2022,S004,Groceries,North,293,98,123,94.84,33.75,5,Sunny,0,31.45,Summer,summer,Fruits,104,153,130.4285714,2.989795918,0,1,0,0,0,0
13-06-2022,S004,Electronics,West,349,335,29,341.23,38.77,20,Snowy,0,36.08,Winter,summer,Electric Blankets,98,86,166.0,1.041791045,0,1,0,0,0,0
14-06-2022,S004,Electronics,East,393,12,134,23.07,54.84,0,Snowy,1,57.98,Winter,summer,Geysers,335,68,158.0,32.75,0,1,0,0,0,0
15-06-2022,S004,Groceries,East,274,241,146,253.6,31.97,20,Cloudy,1,36.11,Summer,monsoon,Cold Drinks,12,26,188.7142857,1.136929461,0,0,1,0,0,0
16-06-2022,S004,Groceries,West,372,30,119,27.11,71.87,15,Rainy,1,74.75,Autumn,monsoon,Spices,241,307,149.1428571,12.4,0,0,1,0,0,0
18-06-2022,S004,Groceries,North,166,6,61,8.28,17.06,15,Rainy,0,13.97,Summer,monsoon,Cold Drinks,30,224,118.0,27.66666667,0,0,1,0,0,0
19-06-2022,S004,Clothing,South,267,235,116,233.09,59.13,10,Cloudy,0,56.52,Winter,monsoon,Sweaters,6,104,136.7142857,1.136170213,0,0,1,0,0,0
21-06-2022,S004,Groceries,North,292,181,149,180.86,90.78,20,Cloudy,1,90.67,Winter,monsoon,Soups,235,98,148.5714286,1.613259669,0,0,1,0,0,0
22-06-2022,S004,Groceries,East,302,195,189,206.02,57.54,15,Snowy,1,57.66,Winter,monsoon,Canned Food,181,335,128.5714286,1.548717949,0,0,1,0,0,0
24-06-2022,S004,Groceries,South,454,433,39,429.39,75.76,5,Cloudy,1,70.81,Autumn,monsoon,Sauces,195,12,188.7142857,1.048498845,0,0,1,0,0,0
26-06-2022,S004,Electronics,West,266,185,130,176.81,59.9,15,Cloudy,1,56.71,Winter,monsoon,Heaters,433,241,180.7142857,1.437837838,0,0,1,0,0,0
27-06-2022,S004,Electronics,East,455,105,173,110.42,48.38,5,Snowy,0,48.67,Summer,monsoon,ACs,185,30,191.4285714,4.333333333,0,0,1,0,0,0
29-06-2022,S004,Clothing,East,81,77,199,95.41,87.72,5,Sunny,1,91.37,Autumn,monsoon,Hoodies,105,6,201.5714286,1.051948052,0,0,1,0,0,0
30-06-2022,S004,Clothing,North,367,165,170,178.79,84.23,10,Sunny,1,88.63,Autumn,monsoon,Jeans,77,235,191.5714286,2.224242424,0,0,1,0,0,0
01-07-2022,S004,Electronics,East,53,1,173,8.73,56.41,0,Snowy,0,51.55,Autumn,monsoon,Laptops,165,181,165.8571429,53.0,0,0,1,0,0,0
02-07-2022,S004,Electronics,South,95,42,35,37.65,34.23,15,Sunny,1,35.39,Winter,monsoon,Geysers,1,195,144.0,2.261904762,0,0,1,0,0,0
03-07-2022,S004,Electronics,South,377,251,62,255.04,43.99,0,Sunny,1,41.95,Winter,monsoon,Electric Blankets,42,433,118.0,1.501992032,0,0,1,0,0,0
04-07-2022,S004,Groceries,East,77,44,24,43.28,33.91,5,Cloudy,0,31.61,Autumn,monsoon,Spices,251,185,97.85714286,1.75,0,0,1,0,0,0
07-07-2022,S004,Clothing,North,216,115,47,132.82,76.08,10,Cloudy,1,74.59,Winter,monsoon,Sweaters,44,105,99.28571429,1.87826087,0,0,1,0,0,0
08-07-2022,S004,Clothing,East,93,40,131,51.87,13.86,15,Cloudy,0,18.74,Spring,monsoon,Raincoat,115,77,94.0,2.325,0,0,1,0,0,0
09-07-2022,S004,Groceries,East,307,221,117,214.98,40.61,15,Rainy,1,37.51,Summer,monsoon,Fruits,40,165,102.0,1.389140271,0,0,1,0,0,0
10-07-2022,S004,Clothing,East,430,389,39,395.1,11.65,20,Rainy,1,11.68,Winter,monsoon,Sweaters,221,1,157.4285714,1.105398458,0,0,1,0,0,0
12-07-2022,S004,Clothing,North,322,168,116,164.71,51.38,5,Rainy,0,49.25,Spring,monsoon,Raincoat,389,42,175.4285714,1.916666667,0,0,1,0,0,0
13-07-2022,S004,Groceries,North,204,161,148,180.61,50.42,15,Rainy,1,49.42,Summer,monsoon,Cold Drinks,168,251,162.5714286,1.267080745,0,0,1,0,0,0
15-07-2022,S004,Groceries,East,209,85,197,88.59,71.89,0,Cloudy,1,75.88,Winter,monsoon,Canned Food,161,44,168.4285714,2.458823529,0,0,1,0,0,0
18-07-2022,S004,Clothing,East,301,239,190,238.67,66.66,15,Sunny,0,69.53,Summer,monsoon,Shorts,85,115,186.1428571,1.259414226,0,0,1,0,0,0
20-07-2022,S004,Groceries,South,343,45,187,57.82,99.14,15,Snowy,1,103.48,Summer,monsoon,Ice Cream,239,40,186.8571429,7.622222222,0,0,1,0,0,0
21-07-2022,S004,Clothing,West,77,22,152,18.93,97.17,10,Cloudy,1,101.18,Winter,monsoon,Scarves,45,221,158.4285714,3.5,0,0,1,0,0,0
23-07-2022,S004,Electronics,East,207,24,98,25.68,20.78,10,Snowy,1,20.61,Winter,monsoon,Geysers,22,389,106.2857143,8.625,0,0,1,0,0,0
24-07-2022,S004,Electronics,South,427,307,121,305.83,24.22,15,Snowy,0,26.87,Autumn,monsoon,Smartwatches,24,168,126.1428571,1.390879479,0,0,1,0,0,0
25-07-2022,S004,Electronics,East,416,176,187,180.36,90.85,5,Cloudy,0,91.02,Spring,monsoon,Waterproof Speaker,307,161,128.2857143,2.363636364,0,0,1,0,0,0
27-07-2022,S004,Electronics,East,225,19,33,35.13,22.0,20,Sunny,0,20.94,Autumn,monsoon,Tablets,176,85,118.8571429,11.84210526,0,0,1,0,0,0
28-07-2022,S004,Clothing,West,491,253,181,257.1,16.32,10,Sunny,1,13.43,Winter,monsoon,Sweaters,19,239,120.8571429,1.940711462,0,0,1,0,0,0
31-07-2022,S004,Groceries,West,463,330,102,333.74,20.21,20,Cloudy,1,19.42,Winter,monsoon,Canned Food,253,45,161.5714286,1.403030303,0,0,1,0,0,0
01-08-2022,S004,Clothing,North,266,126,114,123.78,56.39,20,Rainy,1,55.9,Winter,monsoon,Sweaters,330,22,176.4285714,2.111111111,0,0,1,0,0,0
02-08-2022,S004,Electronics,North,248,181,47,199.95,75.61,5,Snowy,0,72.79,Spring,monsoon,Waterproof Speaker,126,24,198.8571429,1.370165746,0,0,1,0,0,0
04-08-2022,S004,Clothing,South,219,2,49,-5.34,40.32,15,Sunny,1,41.02,Winter,monsoon,Scarves,181,307,155.2857143,109.5,0,0,1,0,0,0
05-08-2022,S004,Electronics,South,174,161,170,156.19,16.6,15,Rainy,1,15.08,Autumn,monsoon,Laptops,2,176,153.1428571,1.080745342,0,0,1,0,0,0
06-08-2022,S004,Clothing,North,335,260,108,265.35,18.39,10,Sunny,0,22.27,Winter,monsoon,Scarves,161,19,187.5714286,1.288461538,0,0,1,0,0,0
07-08-2022,S004,Electronics,South,339,136,45,131.84,83.23,5,Rainy,0,82.41,Spring,monsoon,Waterproof Speaker,260,253,170.8571429,2.492647059,0,0,1,0,0,0
08-08-2022,S004,Clothing,East,174,61,116,65.29,52.29,0,Snowy,0,49.1,Spring,monsoon,Raincoat,136,330,132.4285714,2.852459016,0,0,1,0,0,0
09-08-2022,S004,Electronics,North,479,132,62,138.62,61.52,10,Cloudy,0,65.59,Spring,monsoon,Waterproof Speaker,61,126,133.2857143,3.628787879,0,0,1,0,0,0
10-08-2022,S004,Electronics,East,236,80,57,70.75,39.4,15,Cloudy,1,37.77,Spring,monsoon,Waterproof Speaker,132,181,118.8571429,2.95,0,0,1,0,0,0
11-08-2022,S004,Clothing,East,72,12,28,4.9,94.94,15,Sunny,0,93.65,Winter,monsoon,Jackets,80,2,120.2857143,6.0,0,0,1,0,0,0
15-08-2022,S004,Electronics,West,228,89,153,97.76,46.53,15,Cloudy,1,41.99,Winter,autumn electronics,Electric Blankets,12,161,110.0,2.561797753,0,0,0,1,0,0
16-08-2022,S004,Electronics,North,129,103,36,117.49,80.76,10,Rainy,0,80.66,Winter,autumn electronics,Electric Blankets,89,260,87.57142857,1.252427184,0,0,0,1,0,0
17-08-2022,S004,Electronics,East,319,44,65,44.73,59.19,20,Rainy,0,55.18,Summer,autumn electronics,Fans,103,136,74.42857143,7.25,0,0,0,1,0,0
19-08-2022,S004,Clothing,North,241,70,139,65.2,44.43,20,Snowy,0,44.07,Summer,autumn clothing,Shorts,44,61,75.71428571,3.442857143,0,0,0,1,0,0
21-08-2022,S004,Groceries,East,279,51,113,44.88,70.36,10,Snowy,0,71.5,Autumn,autumn groceries,Sauces,70,132,64.14285714,5.470588235,0,0,0,1,0,0
22-08-2022,S004,Clothing,West,73,58,25,51.13,12.97,20,Snowy,1,13.34,Winter,autumn clothing,Jackets,51,80,61.0,1.25862069,0,0,0,1,0,0
23-08-2022,S004,Clothing,East,419,63,197,53.87,64.77,5,Sunny,1,65.35,Autumn,autumn clothing,Hoodies,58,12,68.28571429,6.650793651,0,0,0,1,0,0
24-08-2022,S004,Electronics,North,317,87,77,80.25,45.76,15,Rainy,0,46.5,Summer,autumn electronics,Coolers,63,89,68.0,3.643678161,0,0,0,1,0,0
25-08-2022,S004,Groceries,North,490,469,64,464.89,13.59,0,Snowy,1,15.89,Spring,autumn groceries,Pasta,87,103,120.2857143,1.044776119,0,0,0,1,0,0
26-08-2022,S004,Clothing,West,473,258,53,248.41,48.34,15,Snowy,1,49.16,Autumn,autumn clothing,Hoodies,469,44,150.8571429,1.833333333,0,0,0,1,0,0
27-08-2022,S004,Clothing,East,461,209,170,217.29,66.94,5,Cloudy,1,66.1,Winter,autumn clothing,Jackets,258,70,170.7142857,2.205741627,0,0,0,1,0,0
28-08-2022,S004,Clothing,East,179,118,137,114.9,67.72,15,Sunny,1,70.41,Winter,autumn clothing,Scarves,209,51,180.2857143,1.516949153,0,0,0,1,0,0
30-08-2022,S004,Clothing,South,254,223,25,227.08,20.62,15,Rainy,1,24.64,Winter,autumn clothing,Jackets,118,58,203.8571429,1.139013453,0,0,0,1,0,0
01-09-2022,S004,Clothing,North,246,65,171,73.91,19.47,10,Rainy,0,20.5,Spring,autumn clothing,Cardigan,223,63,204.1428571,3.784615385,0,0,0,1,0,0
04-09-2022,S004,Electronics,East,237,154,172,166.04,89.9,15,Cloudy,1,86.4,Winter,autumn electronics,Geysers,65,87,213.7142857,1.538961039,0,0,0,1,0,0
05-09-2022,S004,Groceries,South,282,83,63,96.58,80.67,5,Cloudy,1,78.24,Autumn,autumn groceries,Spices,154,469,158.5714286,3.397590361,0,0,0,1,0,0
06-09-2022,S004,Groceries,West,272,57,169,75.77,13.76,10,Cloudy,0,15.19,Summer,autumn groceries,Cold Drinks,83,258,129.8571429,4.771929825,0,0,0,1,0,0
07-09-2022,S004,Clothing,South,364,250,181,268.77,86.3,5,Sunny,1,82.79,Spring,autumn clothing,Cardigan,57,209,135.7142857,1.456,0,0,0,1,0,0
09-09-2022,S004,Groceries,West,164,85,56,78.73,66.03,15,Rainy,0,66.93,Winter,autumn groceries,Hot Chocolate,250,118,131.0,1.929411765,0,0,0,1,0,0
12-09-2022,S004,Electronics,South,98,81,86,90.5,88.29,5,Sunny,1,86.77,Autumn,autumn electronics,Laptops,85,223,110.7142857,1.209876543,0,0,0,1,0,0
15-09-2022,S004,Electronics,West,168,44,175,47.73,91.49,5,Sunny,1,94.61,Autumn,autumn electronics,Laptops,81,65,107.7142857,3.818181818,0,0,0,1,0,0
16-09-2022,S004,Clothing,East,381,93,29,86.93,12.83,20,Sunny,1,13.99,Winter,autumn clothing,Scarves,44,154,99.0,4.096774194,0,0,0,1,0,0
17-09-2022,S004,Electronics,East,113,15,165,7.42,84.71,10,Cloudy,0,82.11,Winter,autumn electronics,Electric Blankets,93,83,89.28571429,7.533333333,0,0,0,1,0,0
18-09-2022,S004,Electronics,East,466,218,66,237.1,85.06,15,Rainy,1,86.86,Winter,autumn electronics,Geysers,15,57,112.2857143,2.137614679,0,0,0,1,0,0
23-09-2022,S004,Electronics,North,408,54,91,73.13,39.51,10,Sunny,0,42.15,Winter,autumn electronics,Electric Blankets,218,250,84.28571429,7.555555556,0,0,0,1,0,0
24-09-2022,S004,Clothing,West,186,86,187,82.72,69.27,20,Rainy,1,69.81,Summer,autumn clothing,Shorts,54,85,84.42857143,2.162790698,0,0,0,1,0,0
27-09-2022,S004,Clothing,West,197,78,194,89.71,80.77,5,Sunny,0,84.23,Spring,autumn clothing,Cardigan,86,81,84.0,2.525641026,0,0,0,1,0,0
28-09-2022,S004,Clothing,East,342,301,74,315.1,54.74,0,Sunny,1,52.1,Summer,autumn clothing,Sunglasses,78,44,120.7142857,1.136212625,0,0,0,1,0,0
01-10-2022,S004,Clothing,West,482,198,39,211.58,43.65,0,Snowy,1,41.3,Summer,autumn clothing,T-Shirts,301,93,135.7142857,2.434343434,0,0,0,1,0,0
02-10-2022,S004,Electronics,South,492,117,90,129.88,71.0,0,Rainy,1,75.81,Summer,autumn electronics,Fans,198,15,150.2857143,4.205128205,0,0,0,1,0,0
03-10-2022,S004,Electronics,South,225,43,76,34.52,25.81,20,Rainy,1,24.44,Winter,autumn electronics,Geysers,117,218,125.2857143,5.23255814,0,0,0,1,0,0
04-10-2022,S004,Clothing,South,444,326,118,335.53,84.51,0,Snowy,1,80.89,Autumn,autumn clothing,Cardigans,43,54,164.1428571,1.36196319,0,0,0,1,0,0
05-10-2022,S004,Electronics,West,484,75,199,88.43,75.97,20,Snowy,1,73.26,Spring,autumn electronics,Laptop,326,86,162.5714286,6.453333333,0,0,0,1,0,0
06-10-2022,S004,Electronics,South,422,117,161,131.97,73.82,0,Cloudy,1,74.25,Summer,autumn electronics,Fans,75,78,168.1428571,3.606837607,0,0,0,1,0,0
07-10-2022,S004,Electronics,East,107,61,167,61.17,94.12,10,Cloudy,0,98.1,Winter,autumn electronics,Heaters,117,301,133.8571429,1.754098361,0,0,0,1,0,0
08-10-2022,S004,Clothing,West,223,125,122,121.74,70.17,0,Cloudy,0,74.67,Summer,autumn clothing,Sunglasses,61,198,123.4285714,1.784,0,0,0,1,0,0
09-10-2022,S004,Clothing,North,230,133,196,147.59,53.42,20,Cloudy,1,53.76,Spring,autumn clothing,Cardigan,125,117,125.7142857,1.729323308,0,0,0,1,0,0
10-10-2022,S004,Groceries,South,170,31,84,27.79,87.25,15,Rainy,1,84.81,Spring,autumn groceries,Pasta,133,43,124.0,5.483870968,0,0,0,1,0,0
11-10-2022,S004,Clothing,West,169,82,105,85.42,42.0,10,Snowy,1,45.65,Autumn,autumn clothing,Jeans,31,326,89.14285714,2.06097561,0,0,0,1,0,0
12-10-2022,S004,Clothing,West,418,229,111,240.02,52.5,5,Cloudy,1,48.75,Winter,autumn clothing,Jackets,82,75,111.1428571,1.825327511,0,0,0,1,0,0
18-10-2022,S004,Electronics,South,373,356,98,370.63,74.81,10,Snowy,0,74.56,Spring,pre-winter,Electric Kettle,229,117,145.2857143,1.047752809,0,0,0,0,1,0
19-10-2022,S004,Groceries,East,112,64,62,57.45,61.74,10,Rainy,1,62.38,Summer,pre-winter,Ice Cream,356,61,145.7142857,1.75,0,0,0,0,1,0
21-10-2022,S004,Electronics,North,223,43,171,33.27,27.15,5,Sunny,1,27.68,Summer,pre-winter,Coolers,64,125,134.0,5.186046512,0,0,0,0,1,0
23-10-2022,S004,Clothing,North,240,34,153,27.27,78.19,20,Rainy,1,81.75,Summer,pre-winter,T-Shirts,43,133,119.8571429,7.058823529,0,0,0,0,1,0
27-10-2022,S004,Groceries,West,383,324,35,323.42,83.91,0,Sunny,0,85.65,Summer,pre-winter,Ice Cream,34,31,161.7142857,1.182098765,0,0,0,0,1,0
28-10-2022,S004,Groceries,East,184,21,77,22.72,69.4,20,Snowy,0,65.47,Spring,pre-winter,Soup,324,82,153.0,8.761904762,0,0,0,0,1,0
29-10-2022,S004,Groceries,West,446,115,175,115.37,41.94,10,Sunny,1,44.67,Spring,pre-winter,Soup,21,229,136.7142857,3.87826087,0,0,0,0,1,0
30-10-2022,S004,Clothing,South,135,24,88,39.31,69.32,15,Cloudy,1,66.08,Summer,pre-winter,Sunglasses,115,356,89.28571429,5.625,0,0,0,0,1,0
31-10-2022,S004,Electronics,West,461,276,178,271.88,19.4,20,Rainy,0,14.91,Summer,pre-winter,ACs,24,64,119.5714286,1.670289855,0,0,0,0,1,0
01-11-2022,S004,Groceries,North,433,75,107,92.97,98.51,10,Rainy,1,102.54,Winter,pre-winter,Canned Food,276,43,124.1428571,5.773333333,0,0,0,0,1,0
03-11-2022,S004,Electronics,South,381,220,165,218.94,80.06,15,Sunny,0,79.09,Spring,pre-winter,Electric Kettle,75,34,150.7142857,1.731818182,0,0,0,0,1,0
05-11-2022,S004,Electronics,South,269,262,192,252.9,63.25,15,Cloudy,0,64.07,Winter,pre-winter,Geysers,220,324,141.8571429,1.026717557,0,0,0,0,1,0
07-11-2022,S004,Electronics,West,257,63,45,55.25,51.09,20,Snowy,0,50.62,Winter,pre-winter,Electric Blankets,262,21,147.8571429,4.079365079,0,0,0,0,1,0
09-11-2022,S004,Electronics,North,415,339,98,355.38,80.46,5,Cloudy,0,78.49,Summer,pre-winter,Coolers,63,115,179.8571429,1.224188791,0,0,0,0,1,0
10-11-2022,S004,Groceries,East,151,100,105,102.82,82.19,0,Snowy,1,78.53,Autumn,pre-winter,Sauces,339,24,190.7142857,1.51,0,0,0,0,1,0
11-11-2022,S004,Clothing,East,315,247,42,257.65,62.14,15,Rainy,0,64.73,Autumn,pre-winter,Jeans,100,276,186.5714286,1.275303644,0,0,0,0,1,0
12-11-2022,S004,Electronics,South,292,20,102,25.91,86.42,0,Rainy,1,81.9,Summer,pre-winter,ACs,247,75,178.7142857,14.6,0,0,0,0,1,0
13-11-2022,S004,Electronics,South,292,176,116,183.39,92.5,0,Cloudy,1,93.61,Spring,pre-winter,Electric Kettle,20,220,172.4285714,1.659090909,0,0,0,0,1,0
14-11-2022,S004,Electronics,West,483,169,167,178.19,42.98,20,Rainy,1,46.89,Autumn,pre-winter,Laptops,176,262,159.1428571,2.857988166,0,0,0,0,1,0
16-11-2022,S004,Groceries,East,93,60,176,54.38,41.0,0,Sunny,0,36.61,Winter,pre-winter,Canned Food,169,63,158.7142857,1.55,0,0,0,0,1,0
17-11-2022,S004,Clothing,East,427,102,26,98.92,86.72,10,Sunny,0,88.52,Winter,pre-winter,Scarves,60,339,124.8571429,4.18627451,0,0,0,0,1,0
19-11-2022,S004,Groceries,West,127,46,175,36.49,15.82,20,Rainy,0,19.54,Winter,pre-winter,Hot Chocolate,102,100,117.1428571,2.760869565,0,0,0,0,1,0
27-11-2022,S004,Clothing,East,330,163,107,168.32,45.09,20,Cloudy,0,47.32,Summer,pre-winter,T-Shirts,46,247,105.1428571,2.024539877,0,0,0,0,1,0
28-11-2022,S004,Groceries,East,77,18,33,22.97,92.9,0,Rainy,1,96.13,Summer,pre-winter,Fruits,163,20,104.8571429,4.277777778,0,0,0,0,1,0
30-11-2022,S004,Groceries,North,187,91,171,91.03,92.13,0,Snowy,0,90.26,Autumn,pre-winter,Sauces,18,176,92.71428571,2.054945055,0,0,0,0,1,0
04-12-2022,S004,Electronics,West,260,4,185,5.38,39.29,15,Snowy,0,35.07,Autumn,pre-winter,Smartwatches,91,169,69.14285714,65.0,0,0,0,0,1,0
05-12-2022,S004,Electronics,East,242,168,95,175.88,15.83,0,Snowy,0,15.92,Summer,pre-winter,ACs,4,60,84.57142857,1.44047619,0,0,0,0,1,0
06-12-2022,S004,Clothing,South,452,44,26,55.41,67.33,15,Rainy,0,65.91,Summer,pre-winter,Sunglasses,168,102,76.28571429,10.27272727,0,0,0,0,1,0
10-12-2022,S004,Clothing,West,131,22,113,30.13,80.65,0,Sunny,0,82.55,Summer,pre-winter,Shorts,44,46,72.85714286,5.954545455,0,0,0,0,1,0
11-12-2022,S004,Groceries,North,274,220,87,213.27,15.29,0,Sunny,0,19.48,Spring,pre-winter,Soup,22,163,81.0,1.245454545,0,0,0,0,1,0
12-12-2022,S004,Electronics,South,81,73,63,90.16,79.24,20,Sunny,0,83.82,Spring,pre-winter,Electric Kettle,220,18,88.85714286,1.109589041,0,0,0,0,1,0
13-12-2022,S004,Electronics,West,240,102,68,98.65,96.07,10,Snowy,0,97.21,Winter,pre-winter,Heaters,73,91,90.42857143,2.352941176,0,0,0,0,1,0
14-12-2022,S004,Groceries,East,447,87,175,93.9,64.58,5,Rainy,1,59.78,Winter,pre-winter,Hot Chocolate,102,4,102.2857143,5.137931034,0,0,0,0,1,0
17-12-2022,S004,Clothing,North,319,299,111,309.07,16.55,15,Sunny,1,20.6,Spring,winter,Coat,87,168,121.0,1.066889632,0,0,0,0,0,1
18-12-2022,S004,Clothing,West,292,174,185,178.46,69.88,15,Cloudy,0,73.73,Summer,winter,Shorts,299,44,139.5714286,1.67816092,0,0,0,0,0,1
20-12-2022,S004,Groceries,West,56,14,20,6.0,72.28,10,Snowy,1,75.85,Autumn,winter,Pasta,174,22,138.4285714,4.0,0,0,0,0,0,1
22-12-2022,S004,Groceries,North,192,138,191,136.89,73.39,15,Snowy,1,73.5,Autumn,winter,Sauces,14,220,126.7142857,1.391304348,0,0,0,0,0,1
23-12-2022,S004,Electronics,East,460,153,74,147.8,79.49,20,Cloudy,0,76.76,Summer,winter,Coolers,138,73,138.1428571,3.006535948,0,0,0,0,0,1
26-12-2022,S004,Groceries,West,407,229,157,234.11,20.79,0,Sunny,0,16.32,Summer,winter,Cold Drinks,153,102,156.2857143,1.777292576,0,0,0,0,0,1
27-12-2022,S004,Groceries,West,481,215,20,213.82,95.58,15,Sunny,0,100.21,Autumn,winter,Pasta,229,87,174.5714286,2.237209302,0,0,0,0,0,1
28-12-2022,S004,Electronics,South,267,133,35,150.84,51.13,10,Cloudy,0,51.53,Spring,winter,Heater,215,299,150.8571429,2.007518797,0,0,0,0,0,1
01-01-2023,S004,Electronics,East,232,196,197,205.47,83.43,20,Cloudy,0,85.39,Spring,winter,Heater,133,174,154.0,1.183673469,0,0,0,0,0,1
03-01-2023,S004,Clothing,East,492,255,141,264.89,93.35,10,Snowy,0,93.17,Spring,winter,Coat,196,14,188.4285714,1.929411765,0,0,0,0,0,1
04-01-2023,S004,Clothing,West,336,193,178,201.5,79.14,10,Cloudy,1,83.93,Autumn,winter,Jeans,255,138,196.2857143,1.740932642,0,0,0,0,0,1
06-01-2023,S004,Groceries,North,159,101,199,94.33,44.47,20,Snowy,0,47.23,Autumn,winter,Spices,193,153,188.8571429,1.574257426,0,0,0,0,0,1
07-01-2023,S004,Groceries,South,249,35,118,34.06,80.84,5,Snowy,1,79.54,Summer,winter,Fruits,101,229,161.1428571,7.114285714,0,0,0,0,0,1
09-01-2023,S004,Groceries,West,183,100,92,104.01,99.81,15,Snowy,1,104.57,Autumn,winter,Spices,35,215,144.7142857,1.83,0,0,0,0,0,1
11-01-2023,S004,Electronics,South,443,340,165,349.5,63.12,0,Sunny,0,62.69,Autumn,winter,Laptops,100,133,174.2857143,1.302941176,0,0,0,0,0,1
12-01-2023,S004,Electronics,East,361,196,92,212.61,81.94,0,Rainy,1,79.8,Summer,winter,ACs,340,196,174.2857143,1.841836735,0,0,0,0,0,1
13-01-2023,S004,Groceries,East,395,390,90,382.39,46.5,20,Cloudy,0,45.62,Summer,winter,Cold Drinks,196,255,193.5714286,1.012820513,0,0,0,0,0,1
14-01-2023,S004,Groceries,South,300,111,43,121.18,78.76,10,Rainy,0,74.58,Spring,winter,Hot Chocolate,390,193,181.8571429,2.702702703,0,0,0,0,0,1
22-01-2023,S004,Groceries,South,153,53,181,47.27,93.81,0,Sunny,1,96.88,Summer,winter,Cold Drinks,111,101,175.0,2.886792453,0,0,0,0,0,1
24-01-2023,S004,Electronics,West,186,161,150,154.4,84.6,5,Cloudy,1,88.74,Summer,winter,ACs,53,35,193.0,1.155279503,0,0,0,0,0,1
25-01-2023,S004,Groceries,North,450,15,51,34.86,25.27,15,Rainy,0,20.27,Summer,winter,Cold Drinks,161,100,180.8571429,30.0,0,0,0,0,0,1
26-01-2023,S004,Electronics,South,112,27,175,26.69,22.3,0,Sunny,0,19.23,Autumn,winter,Smartwatches,15,340,136.1428571,4.148148148,0,0,0,0,0,1
27-01-2023,S004,Groceries,East,57,31,55,30.67,56.31,0,Cloudy,1,59.14,Autumn,winter,Sauces,27,196,112.5714286,1.838709677,0,0,0,0,0,1
28-01-2023,S004,Clothing,South,266,236,154,226.57,96.79,5,Snowy,0,100.82,Winter,winter,Scarves,31,390,90.57142857,1.127118644,0,0,0,0,0,1
29-01-2023,S004,Clothing,North,80,10,197,11.6,89.01,20,Cloudy,1,86.37,Autumn,winter,Hoodies,236,111,76.14285714,8.0,0,0,0,0,0,1
30-01-2023,S004,Groceries,North,74,28,74,26.72,13.86,0,Sunny,0,17.43,Winter,winter,Canned Food,10,53,72.57142857,2.642857143,0,0,0,0,0,1
01-02-2023,S004,Electronics,West,309,4,84,18.56,83.77,0,Rainy,0,83.57,Summer,winter,ACs,28,161,50.14285714,77.25,0,0,0,0,0,1
02-02-2023,S004,Electronics,East,263,22,77,17.63,82.06,10,Rainy,1,77.99,Autumn,winter,Tablets,4,15,51.14285714,11.95454545,0,0,0,0,0,1
05-02-2023,S004,Groceries,West,106,86,94,91.12,30.05,20,Rainy,0,29.53,Winter,winter,Hot Chocolate,22,27,59.57142857,1.23255814,0,0,0,0,0,1
06-02-2023,S004,Clothing,West,196,86,168,97.44,11.24,15,Snowy,0,8.5,Winter,winter,Jackets,86,31,67.42857143,2.279069767,0,0,0,0,0,1
07-02-2023,S004,Electronics,West,287,99,170,100.05,48.77,0,Rainy,0,52.86,Summer,winter,ACs,86,236,47.85714286,2.898989899,0,0,0,0,0,1
09-02-2023,S004,Groceries,North,94,25,84,16.9,22.0,20,Rainy,0,22.71,Summer,winter,Fruits,99,10,50.0,3.76,0,0,0,0,0,1
10-02-2023,S004,Groceries,South,225,55,120,59.72,34.56,0,Sunny,0,35.25,Spring,winter,Hot Chocolate,25,28,53.85714286,4.090909091,0,0,0,0,0,1
13-02-2023,S004,Clothing,East,173,162,95,181.02,84.87,20,Rainy,0,83.19,Summer,winter,Shorts,55,4,76.42857143,1.067901235,0,0,0,0,0,1
14-02-2023,S004,Groceries,East,157,138,91,156.85,97.43,20,Sunny,1,95.73,Winter,winter,Soups,162,22,93.0,1.137681159,0,0,0,0,0,1
17-02-2023,S004,Clothing,West,280,24,191,30.25,61.15,10,Snowy,0,60.79,Winter,spring,Sweaters,138,86,84.14285714,11.66666667,1,0,0,0,0,0
19-02-2023,S004,Electronics,West,316,214,130,204.96,76.94,20,Sunny,1,75.14,Summer,spring,Fans,24,86,102.4285714,1.476635514,1,0,0,0,0,0
20-02-2023,S004,Clothing,East,306,287,165,280.06,17.32,20,Cloudy,1,19.89,Winter,spring,Scarves,214,99,129.2857143,1.066202091,1,0,0,0,0,0
21-02-2023,S004,Electronics,East,445,266,146,285.84,68.75,15,Cloudy,0,64.83,Autumn,spring,Smartwatches,287,25,163.7142857,1.672932331,1,0,0,0,0,0
22-02-2023,S004,Groceries,North,402,398,173,412.78,75.67,5,Cloudy,0,71.61,Autumn,spring,Sauces,266,55,212.7142857,1.010050251,1,0,0,0,0,0
23-02-2023,S004,Clothing,North,304,61,54,75.49,28.43,5,Snowy,1,24.81,Autumn,spring,Hoodies,398,162,198.2857143,4.983606557,1,0,0,0,0,0
25-02-2023,S004,Electronics,South,281,228,175,230.58,53.53,5,Snowy,0,57.54,Summer,spring,ACs,61,138,211.1428571,1.23245614,1,0,0,0,0,0
